italian_name,n_sources,sources,latin_names
formosissima,1,targioni_1858,AMARYLLIS Belladonna. Narciso Belladonna
fossa •,1,targioni_1858,PYRI Finor finora
fragilis,1,targioni_1858,SALIX Salcio piangente
fragola ananassina,1,targioni_1858,FRAG \RIAananassa.Des/ò/i
fragola coltivata,1,targioni_1858,"FRAG • vesea , hortensis"
fragola di giardino,1,targioni_1858,"FRAG • vesea , hortensis"
fragola d’or- to,1,targioni_1858,"FRAG • vesea , hortensis"
fragrans,1,targioni_1858,TURRITIS Unghione. Piè d’Asino. Tossilaggine
frambò,1,targioni_1858,RUBUS idaeus
francesca,1,targioni_1858,PYRI Franca o Francesca reale
francesco,1,targioni_1858,"RUBUS fruticosus, inermis"
francese,1,targioni_1858,AMYGDALI Doppia montagna
frangipana,1,targioni_1858,PLUMIFRIA alba
frangola,1,targioni_1858,RHAMNI Frangula
frangula,1,targioni_1858,RHAMNI Frangula
fras- sinella,1,targioni_1858,DICTAMNUS albus
frassine,1,targioni_1858,FRAXINI FR AXINUS excclsior
frassinella,1,targioni_1858,MENTHA Trifoglio fìbrino. Trifoglio palustre . mercuriaLis annua
frassinello,1,targioni_1858,DICTAMNUS albus
frassino,1,targioni_1858,FRAXINI FR AXINUS excclsior
frassino spinoso,1,targioni_1858,XANTHOXYLUM clava Herculis
frittellaria nana,1,targioni_1858,EUCOMIS nana
fructu oblongo,1,targioni_1858,CORYLUS Noce! un lo
fructus,1,targioni_1858,PINORUM Ragia di Pino
fructus immaturi,1,targioni_1858,LAURI Cassiae
fruticans,1,targioni_1858,HYSSOPUS Azorico. Gelsomino azorico
"fruticosi, fructus",1,targioni_1858,RUBI More prugnole nere ordinarie
frutti di garofano,1,targioni_1858,CARPTNUS C AR YOPHY'LLUS aromaticus
frutto a pane,1,targioni_1858,ARTOCARPUS incisa
frutto rossigno,1,targioni_1858,MORUS Moro bianco di ri
fuga demonum,1,targioni_1858,HYPERICUM perforata
fulva,1,targioni_1858,HEMEROCALLIS Emerocalle
fumaria,1,matthioli_1568,PYRUS Cervino
fumaria bulbosa,1,targioni_1858,CORYDALIS fabacea
fumaria cava,1,targioni_1858,CORYDALIS bulbosa
fumaria solida,1,targioni_1858,CORYDALIS fabacea
fungagnina,1,targioni_1858,AGARICUS aggregatus. L.Gm
funge» chiodo,1,targioni_1858,CLAVARIA atra
funghercllo giallo ceciato,1,targioni_1858,AGARICUS aurantius. L
fungherello di gelatina di color verde chiaro,1,targioni_1858,HÈLVELA lubrica
fungo,1,targioni_1858,AGARICUS Mugnajus. Scop
"fungo aglio alpigiano, o montagnolo",1,targioni_1858,AGARICUS alliaceus. Scop
fungo canino,1,targioni_1858,HÈLVELA Monacella
fungo canino bianco,1,targioni_1858,HÈLVELA pallida
fungo cattivo fatto a vescia ripieno di semi neri,1,targioni_1858,CYATUS cupula
fungo color d’isabella,1,targioni_1858,AGARICUS lacteus . L
fungo di malra,1,targioni_1858,CYNOMORIUM coccincum
fungo joz- zolo,1,targioni_1858,AGARICUS Jozzolus . Scop
fungo lattajolo dolce,1,targioni_1858,AGARICUS lactifluus. L
fungo lattajolo d’estate dorato,1,targioni_1858,AGARICUS Scop
fungo leccino giallo,1,targioni_1858,AGARICUS ictericus . Scop
fungo sottocoppa,1,targioni_1858,PEZTZA hians
fungo tirignozzo,1,targioni_1858,AGARICUS inanis . Scop
fungo verdacchio di bosco,1,targioni_1858,AGARICUS viridulus . Scor f}
fungo verdone,1,targioni_1858,AGARICUS Fungo vedovo. Grumato. Grumato pavonazzo.Vedovo
fuoco salva- tico rosso,1,targioni_1858,CLATRUS cancellatus
fuoco salvatico,1,targioni_1858,CLATRUS cancellatus
fè- scera,1,targioni_1858,BRYONIA alba. Btyonia dioica
ga- langa minore,1,targioni_1858,ALPINIA Galanga
ga- rofanella appuntata,1,targioni_1858,PYRI Garofana tonda
gaffdo vo,1,clavis_sanationis_1290,
gaggia arborea,1,targioni_1858,ACACIA Gaggia bianca; MIMOSA Julibrissin . Pers.Targ.Dee
gaggia bianca,1,targioni_1858,MIMOSA glauca
gaggia di costanti- nopoli,1,targioni_1858,ACACIA Gaggia bianca
gaggia di costantinopoli,1,targioni_1858,MIMOSA Julibrissin . Pers.Targ.Dee
gaggia.gaggia odorosa,1,targioni_1858,MIMOSA Farnesiana
gaggio,1,targioni_1858,MIMOSA Farnesiana
gai,1,targioni_1858,BOLETUS Fungo tirignozzo
galanga,1,targioni_1858,ALPINIA Galanga
galanga maggiore,1,targioni_1858,ALPINIA Galanga
galbano,1,targioni_1858,BUBON Galbanum; FERULA galbanifera v
galega,1,targioni_1858,GALEGA officinalis
gali ènea,1,targioni_1858,QUERCUS AEgylopis fructus
galla di levante,1,targioni_1858,MENISPERMUM Cocculus
gallana,1,targioni_1858,PYRI Cassia
galletti,1,targioni_1858,LATHYRUS articulatus
gallica,1,targioni_1858,SILENE Silene a mazzetti. Violina a mazzetti
"gallica , calyce folioso",1,targioni_1858,ROSA gallica
"gallica , prolifera",1,targioni_1858,"ROSA Rosa maggese. Rosa'di Maggio. - gallica, omnium calendarum"
"gallica, majalis",1,targioni_1858,"ROSA Rosa in calice. - gallica, inermis"
gallina minore,1,targioni_1858,PYRI Fusajola
gallinaccia? soa- biosa minore,1,targioni_1858,SCABIOSA arvensis
gallinaccio,1,targioni_1858,AGARICUS Prataiuolo . Pratolino . Pretaiolo
gallinaccio buono,1,targioni_1858,AGARICUS Prataiuolo . Pratolino . Pretaiolo
galline,1,matthioli_1568,
gallio,1,matthioli_1568,
gallitrico,1,targioni_1858,SALVIA Horminum; SALVIA Sclarea
gambata,1,targioni_1858,MORUS Mo glaucus
garanza,1,targioni_1858,ROSMARINUS RUB1A tinctorum
garaoncino,1,targioni_1858,FICI Frate o Verdone
gardenia,1,targioni_1858,GARDENIA florida
garof'lo,1,targioni_1858,DENTARIA Caryophyllus
garofana mezzana,1,targioni_1858,PYRI Ga- rofana
garofanata,1,targioni_1858,GÉUM Urbanum
garofanini,1,targioni_1858,PYRI Garofani-Ila bastarda bislun- ga
garofanini di prato,1,targioni_1858,DENTARIA Carthusianorutn
garofano,1,targioni_1858,CARPTNUS C AR YOPHY'LLUS aromaticus; EUGENIA caryophyllata . w
garofano aromatico,1,targioni_1858,CARPTNUS C AR YOPHY'LLUS aromaticus; EUGENIA caryophyllata . w
garofano domestico,1,targioni_1858,DENTARIA Caryophyllus
garofano sal- vatico,1,targioni_1858,DENTARIA Carthusianorutn
gatta ab- bruciata,1,targioni_1858,PYRI Garofanini bastarda
ge nestra,1,targioni_1858,SPARTIUM junceum
geflo,1,matthioli_1568,
gelfominì,1,matthioli_1568,
gelso,1,targioni_1858,MORUS alba
gelso moro,1,targioni_1858,MORUS alba
gelsomino del ma- labar,1,targioni_1858,GARDENIA florida
gelsomino della madonna,1,targioni_1858,PHYL ADELPHUS coronari us
gelto,1,matthioli_1568,
gentile di castello,1,targioni_1858,VITIS Gentile
gentile d’autun- no,1,targioni_1858,"PYRI Gentile , o Zuccherina"
gentile nero,1,targioni_1858,FICI Garaoncino di Mar- silia
geppi,1,targioni_1858,NIGELLA damascena
geranio,1,matthioli_1568,PELARGONIUM inquinans . Pers
geranio a africano,1,targioni_1858,PELARGONIUM inquinans . Pers
geranio accartocciato,1,targioni_1858,PELARGONIUM cucullatum . Pers
geranio cher- misino,1,targioni_1858,PELARGONIUM inquinans . Pers
geranio di due colori,1,targioni_1858,PELARGONIUM Pers
geranio rosa,1,targioni_1858,PELARGONIUM capitatuin . Per»
geranio rosa a foglia tonda,1,targioni_1858,PELARGONIUM capitatuin . Per»
geranio rosato,1,targioni_1858,PELARGONIUM capitatuin . Per»
geranio zonale,1,targioni_1858,PELARGONIÙM Per<
gerani»,1,targioni_1858,EQUISETUM EROD1UM ciconium .w.Pers
germana,1,targioni_1858,PYRI S. Crestina
germanica,1,targioni_1858,IRIS Iride salvati ca . Ricottaria . Spatula fetida. Xiride; MESPILÙS Lazzarola
"germanica , abortiva",1,targioni_1858,MESPILÙS Nespolo
"germanica , folio laurino major",1,targioni_1858,MESPILÙS !
"germanica , sylvestris , fructu plano",1,targioni_1858,NESPILUS Nespola senza noccioli
germanica sylvestris fructu turbinato,1,targioni_1858,NESPILUS Nespola salva- tica tonda
gettajone,1,targioni_1858,AGROSTEMMA - Githago
getterò,1,targioni_1858,POPULUS alba
gettone,1,targioni_1858,AGROSTEMMA - Githago
gherofanella,1,targioni_1858,GÉUM Urbanum
gherofano,1,targioni_1858,EUGENIA caryophyllata . w
gherofano grofano,1,targioni_1858,CARPTNUS C AR YOPHY'LLUS aromaticus
ghiaccio- la,1,targioni_1858,PYRI Gentile verdognola punteggiata di rosso
ghianda,1,targioni_1858,"QUERCUS Ballota , Ziicc"
ghianda della terra .pere di terra,1,targioni_1858,GLYCINE Apios
ghianda unguentaria,1,matthioli_1568,PYRUS Cervino
ghirlandctta di,1,targioni_1858,MELILOTUS officinalis . Pers
giacinto stellare,1,targioni_1858,SCILLA campanulata. Smith
gialli- na agostina,1,targioni_1858,PYRI Giallinaaforma di trottola saporitissima
giallina tonda e chiatta maggiore,1,targioni_1858,"PYRI Giallina minore , o Fusajolo"
giallino cattivo di gambo lungo,1,targioni_1858,AGARICUS croceus . L
gigas,1,targioni_1858,PHALLUS ■
giglio,1,matthioli_1568,LILTUM calcedonium
giglio di,1,targioni_1858,LILTUM calcedonium
giglio rosso,1,targioni_1858,LILIUM pomponium; LILTUM bulbiferum
giglio salvatico,1,targioni_1858,LILIUM Martagon; LILTUM bulbiferum
giglio senz’odore,1,targioni_1858,LILIUM Martagon
gignanese,1,targioni_1858,VITIS Malaga
gileadensis,1,targioni_1858,AMYGDALUS Gomma Elemi . Gommelemi
gimè,1,targioni_1858,NYCTANTHES Sambac.Z
ginebro,1,targioni_1858,JUNIPERUS communis
ginepro,1,targioni_1858,JUNIPERUS communis
ginepro ne- ro,1,targioni_1858,JUNIPERUS communis
ginescrone,1,targioni_1858,TYPHAE LJ LEX eurapaeus
ginesrra ■ da granate,1,targioni_1858,SPARTIUM scoparium
ginestra,1,targioni_1858,SPARTIUM junceum
ginestra di bosco,1,targioni_1858,CORNUS CÓRONPlLA Emerus
ginestra di spagna,1,targioni_1858,SPARTIUM junceum
ginestra spinosa,1,targioni_1858,TYPHAE LJ LEX eurapaeus
ginestrina,1,targioni_1858,LOTUS corniculatus
ginestrina salvati- ca,1,targioni_1858,LOTUS corniculatus
gingidio,1,matthioli_1568,
gingidium,1,targioni_1858,DAUCUS Gallinacci.Pasrricciani. Pastinaca «-alvatica . Pastinac- cini . Pastinata
gioglio,1,targioni_1858,LOLIUM tcmulcntum
gioglio salvatico,1,targioni_1858,LOLIUM perenne
giogoli valeriana,1,targioni_1858,FAMIGLIOLA 84 LATTUGINI
giovanni,1,targioni_1858,"HYPERICUM perforata; SEDUM Telephium , album , et rubrum"
"giovanni , odi s",1,targioni_1858,"SEDUM Telephium , album , et rubrum"
giracapo,1,targioni_1858,NARCISSUS Pseudonarcissus; NARCISSUS poecicus
giracò,1,targioni_1858,NARCISSUS poecicus
girasole,1,targioni_1858,CROCUS tinctoriu-n
girlo,1,targioni_1858,ERVUM Ervilia . L
giroti,1,matthioli_1568,
git.erba nocca,1,targioni_1858,AGROSTEMMA - Githago
gitliago,1,targioni_1858,LYCHNIS Margheritina doppia
gitlonzoli • talli di rapa,1,targioni_1858,"BRASSICA BRASSICA£ Rapae,folia prima , et turiones"
giuggio,1,matthioli_1568,
giuggiola,1,targioni_1858,"RHAMNI Zizyphi , fructus"
giuggiola galletta,1,targioni_1858,"ZYZYPHUS vulgaris, fructu acuminato adunco; ZYZYPHUS vulgati* , fructu acuminato"
giuggiola lan- ga appuntata,1,targioni_1858,"ZYZYPHUS vulgaris, fructu acuminato adunco"
giuggiola lunga,1,targioni_1858,"ZYZYPHUS vulgaris, major fructu oblongo"
giuggiola lunga tozza rigata,1,targioni_1858,"ZYZYPHUS Giuggiola lunga di punta fessa. a*» vulgarii, fructu craiiiore striato"
"giuggiola piccola appuntata, di nocciolo fra- gile",1,targioni_1858,"ZYZYPHUS vulgaris, nucleo fragili»» re"
giuggiola tonda,1,targioni_1858,"ZYZYPHUS vulgaris , fructu minore rotundo"
giuggiolena,1,targioni_1858,SESAMUM indicum.et orientale
giuggiolo,1,targioni_1858,ZYZYPHUS ■ vulgati®
giunco che buca,1,targioni_1858,JUNCUS acutus
giunco fiorito,1,targioni_1858,BUTOMUS umbellatus
giunco florido,1,targioni_1858,BUTOMUS umbellatus
giunco marino,1,targioni_1858,JUNCUS acutus; LYGEUM Sparrhum
giunco pungente,1,targioni_1858,JUNCUS acutus
giunco tondo,1,targioni_1858,JUNCUS inflexus
giuseppe gialla,1,targioni_1858,"NERIIJM odorum , fl. luteo . T. Dee"
giuseppe rossa,1,targioni_1858,"NERTUM Oleander , flore rubro"
giuseppe rossa doppia,1,targioni_1858,NERIIJM Dee
giusquiamo,1,targioni_1858,HYOSCIAMUS albus
glabra,1,targioni_1858,GLYCIRRHIZZ Liquirizia . Logorizia . Lugurizia. Rcgolizia. Ugurizia»
glastifolia,1,targioni_1858,COCHLEARIA Cocola . Lattona
glasto,1,targioni_1858,ISATIS tinctoria
glasto dome- stico,1,targioni_1858,ISATIS tinctoria
glasto salvatico,1,targioni_1858,ISATIS tinctoria
glastro,1,targioni_1858,ISATIS tinctoria
glauca,1,targioni_1858,ACACIA Gaggio. •
glicirrizza,1,targioni_1858,GLYCIRRHIZZ /
globosa,1,targioni_1858,GOMPHRENA Amarantoide. Perpetuini
"globosa , flore rubro",1,targioni_1858,GOMPHRENA Amarantoide bianco. Perpetuino bianco
gloriosa,1,targioni_1858,GLOBULARI [GLORIOSA superba; UCCA Giamaica . Yucca
gmcl,1,targioni_1858,AGARICUS Rossola mezzana
gna sanguinella,1,targioni_1858,"MORUS alba, sativa mas"
gnaphalio,1,matthioli_1568,
gnidium,1,targioni_1858,DAPHNE «
gniepitella,1,targioni_1858,MELISSA Nepeta
gomma,1,targioni_1858,ACACIA Senegai. su. gummi; ACACIA vcrae . su. gummi; ASTRAGALI Rozier. Guaimi; KOELREUTERIA KlNO officinarum
gomma anime.gom- manime,1,targioni_1858,"HYMEN AE AE Courbaril , resina"
gomma arabica,1,targioni_1858,ACACIA vcrae . su. gummi
gomma dragante,1,targioni_1858,ASTRAGALI Gummi
gomma elastica,1,targioni_1858,"COMMELINA CO.MMIFERA madagascariensis; SIPHONIA elastica , et ejus succus"
gomma lacca,1,targioni_1858,CROTONIS lacciferi resina
"gomma lacca , e lacca in tavole",1,targioni_1858,CROTONIS lacciferi resina
"gomma lacca,e lacca in bastoni",1,targioni_1858,CROTONIS lacciferi resina
"gomma lacca,e lacca in grana",1,targioni_1858,CROTONIS lacciferi resina
gomma ladano.ladano,1,targioni_1858,"CISTI eretici, resina"
gomma senegai,1,targioni_1858,ACACIA Senegai. su. gummi
gommagut,1,targioni_1858,"CAMBOGIAE Guttae , Gummi resina"
gommatn- mouiaco,1,targioni_1858,GUMMIAMMONIACI officinariim resina
gommaut,1,targioni_1858,GARCINIAE Gummi resina
gorteria,1,targioni_1858,GORTERIA rigens
gouan,1,targioni_1858,SIUM Cannella
gra no canino,1,targioni_1858,HORDEUM murinum
gra- no cicalino,1,targioni_1858,"TRITICUM aestivum , ariti divaricati"
gra- no grosso,1,targioni_1858,TRITICUM acstivum
grado,1,matthioli_1568,
grainum,1,targioni_1858,EQUISETUM 4<S becco di Grue . Rostrum ciconiae
gramigna canaria,1,matthioli_1568,PYRUS Cervino
gramigna di parnasso,1,targioni_1858,PARNASSIA palustris
graminca,1,targioni_1858,IRIS Ghiaggiolo blu. Giaggiuolo. Giaggiolo . Giglio pavo- nazzo . Ireos . Iride domestica . Iride pavonazza.Irios
gran turco,1,targioni_1858,ZEA Mays
grana d’ avignone,1,targioni_1858,"RHAMNI infectorii, fructus immaturi"
grana paradisi,1,targioni_1858,AMOMUM Cardamomo . Cardamomo medio . Cardamomo minore . Cardamone
grana tiglio,1,targioni_1858,CROTONIS Tigli fructus
granaccino,1,targioni_1858,TRITICUM repens
granadiglia,1,targioni_1858,PASSERINA P ASSIFLOR A coerulca
granata,1,targioni_1858,PUNIC A Granatum
"granati, fructus",1,targioni_1858,PUNICAE Baiausto . Balaustia . Baiausti
granato,1,targioni_1858,PUNIC A Granatum
"granatum , fructu dulci",1,targioni_1858,PUNIC Melagrano di fior doppio
granatum sylvestre,1,targioni_1858,PUNICA !
grandiflora,1,targioni_1858,FRAG Fragola marchiana
grano,1,matthioli_1568,"TRITICUM aestivum , ariti divaricati"
grano andriolo,1,targioni_1858,"TRITICUM aestivum , ariti divaricati"
grano canino,1,targioni_1858,TRITICUM repens
grano di paiionia,1,targioni_1858,TRITICUM polonicum
grano farro piccolo,1,targioni_1858,TRITICUM Monococcum
grano gentile bastarda,1,targioni_1858,TRITICUM Man
grano iavanese o ravanese,1,targioni_1858,TRITICUM acstivum
grano siciliano,1,targioni_1858,ZEA Mays
grano siciliano co- mune,1,targioni_1858,ZEA Mays
grano turco,1,targioni_1858,ZEA Mays
granolata,1,targioni_1858,VITIS Grandmatola o Schiapparuola
grassa tonda bianca,1,targioni_1858,VITIS Gras- sa
gratia dei,1,targioni_1858,GRATIOLA officinali1?
gratin civitella,1,targioni_1858,TRITICUM acstivum
graveolens,1,targioni_1858,ANETHUM Finocchione; EQUISETUM Tignamica
"grazio- la , stanca cavallo",1,targioni_1858,GRATIOLA officinali1?
graziori,1,targioni_1858,PYRI Giargonella
greco lungo mag- malese,1,targioni_1858,VITIS IO? gna
greco piccola tonda nero,1,targioni_1858,VITIS Morgiano so
gro- fano,1,targioni_1858,EUGENIA caryophyllata . w
gru ina,1,targioni_1858,EQUISETUM EROD1UM ciconium .w.Pers
gruaria,1,targioni_1858,EQUISETUM EROD1UM ciconium .w.Pers
gruinum,1,targioni_1858,GERANIUM Piè Co lombino . Piede di Colombo . Piede Colombino
grutiola,1,targioni_1858,GRATIOLA officinali1?; TOMO SECONDO 52 GRATIOLA officinali»
guado,1,targioni_1858,ISATIS tinctoria
guiave,1,targioni_1858,PSYDIUM pyriferum
guineense,1,targioni_1858,SOLANUM Uovo . Uovo turco . Frutto dell’uovo. Petonciano bianco . Pianta dell’ uovo
h irundo,1,matthioli_1568,
halepensis,1,targioni_1858,HOLCUS Collo torto
helenium,1,targioni_1858,INULA Incensarla ?
helfine,1,matthioli_1568,
helianthemum vulgarc hr-lianthemum vulgare peri,1,targioni_1858,ERRORI I2o PAN ACE chi ionio
helioscopia,1,targioni_1858,EUPHORBIA Esula . Esula minore . Scembrun
helix,1,targioni_1858,SALIX Salcio gentile . Salcio S.Giovanni diacciato
hemionice,1,matthioli_1568,
hemionitis,1,targioni_1858,"ASPLENIUM Cetracca. Citracca. Erba, cd Herba dorata"
herbaceum rufum,1,targioni_1858,GOSSYPIUM Cotone
herniola,1,targioni_1858,HERNIARIA glabra
hiacintho,1,matthioli_1568,CUPRESSUS sempervirens. a. pyramidalis
hicracum umbellatum,1,targioni_1858,HIERACIUM Pelosetta. Pelosina. Pilosella
hieracio maggiore,1,matthioli_1568,CUPRESSUS sempervirens. a. pyramidalis
hieracio minore,1,matthioli_1568,CUPRESSUS sempervirens. a. pyramidalis
hiljopode gli borii,1,matthioli_1568,
hirsutus,1,targioni_1858,RANUNCULUS Favascolio . Favegello . Favuccello
hispida,1,targioni_1858,ROBINIA Caragana di Siberia. Robinia Caragana
hortensis,1,targioni_1858,ÀNEMONE Trinitas. Trinitas
"hortensis , rubra",1,targioni_1858,ATRIPLEX Spinacione. Tralctrice
hortensis alba,1,targioni_1858,ATRIPLEX Malocchia . Porcellana marina
humiie,1,targioni_1858,HYSSOPUS Gelsomino Catalogno . Gelsomino di Spagna
humilis,1,targioni_1858,PHOENIX dactylifera; SCORZONERA Latticino. Latticrepolo. Insalatuccio . Terracrèpolo
hybernum,1,targioni_1858,TRITICUM Grano grappolino
"hybernum , spica alba",1,targioni_1858,TRITICUM Calhigia. Carbigia . Gaibigia . Grano Cal- bigia . Grano gentile . Siligine
"hybernum, spica rufa",1,targioni_1858,TRITICUM Giano Civitella bianca. Grano gentile bianco con le reste
"hybernum, spica rufa subaristata",1,targioni_1858,TRITICUM Calbigia rossa. Grano gentile rosso
"hybernum, subaristatum",1,targioni_1858,TRITICUM Grano gentile rosso colle reste . Rosciòla
hybrida,1,targioni_1858,VIBURNUM Pallone . Pallone di Mag
hyemale,1,targioni_1858,EQUISETUM Coda equina . Cucitoli. Mate zucoli. Setolone
hyemale sylvaticum,1,targioni_1858,ERRORI 145 RAMPICHINO turchina turchino ivi RASPERELLA
hyemalis,1,targioni_1858,IIELLEBORUS Cavolo di lupo. Elleboro puzzolente
"hyemalis, flores et turiones",1,targioni_1858,EQUISETI Cucitoli
hypoglossum,1,targioni_1858,RUSCUS Brtf'C ilo . Pugnitopo . Pungitopo. Raschio. Spruneg- gio . Sprunèggiolo . Strinatopo
hypophyllum,1,targioni_1858,RUSCUS Lingua pagana . Linguclle
i lex,1,matthioli_1568,
"ibcris , er l epidium",1,matthioli_1568,
iberis,1,targioni_1858,LEPIDIUM Cocola . Lartona
"idaei, fructus",1,targioni_1858,RUBI More prugnole . More prugnole nere ordinarie
idr acocephalu.m mnldavica,1,targioni_1858,"DOR YCNIUM DR ACAEMAE Draconis, resina"
ignarius,1,targioni_1858,BOLETUS Fungo tirignozzo
ignocco d’autunno,1,targioni_1858,PYRI Ho verde
ilatro,1,targioni_1858,RHAMNI Alaternus
ilex,1,targioni_1858,QUERCUS Cerra
"ilici», lignum interius",1,targioni_1858,QUERCUS Elice . Leccio
imperatora,1,targioni_1858,PRUNI Giallina d’al- tra sorte
imperiale maglianese,1,targioni_1858,PRUNI Imperatora romana
impudicus,1,targioni_1858,PHALLUS Spugnolo cappelluto maggiore scuro
"imuscorum species, omnes",1,targioni_1858,MORUS Muffa gialla della arancino. Moro nero colle! Vallonea . more. Moro nero di foglia ! MUSA paradisiaca
inanis,1,targioni_1858,"BOLETUS Lingua di Faggio, di Cerro , d’Abeto da far esca. Pan cuculio"
"incanus, fl",1,targioni_1858,"CHEIR Lcucoio bianco . Violacciocche bianche. Violac- ciocche rosse; CHEIR Violacciocca pavonazza, • .vinata; CHEIR Violacciocche carnicine , o pal- lide"
incarico,1,targioni_1858,FICI Grassello
incarnatum,1,targioni_1858,TRIFOLHJM Erba lepre. Lagopo . Piè di lepre
incenfo,1,matthioli_1568,
inchiodacristi,1,targioni_1858,LYCIUM europaeum
indaco,1,targioni_1858,"INDIGOFER A Anil. Indigofera Argentea . Indigo- fera tinctoria; INDIGOFER ARUM, foecuk coerulea"
indaco guattimalo,1,targioni_1858,"INDIGOFER ARUM, foecuk coerulea"
indiane,1,matthioli_1568,
indiano v ficus cotoneaefolia,1,targioni_1858,FICO CASTAGNUOLO grassello v. Fici Caricae» varietà»
indica,1,targioni_1858,FICUS ' Fico indiano
indico,1,targioni_1858,"INDIGOFER ARUM, foecuk coerulea"
